v8-version,9,7,106,5,0
v8-platform,linux,linux
shared-library,/home/raf/.deno/bin/deno,0x556367011000,0x55636a902000,0
shared-library,/usr/lib/libc-2.33.so,0x7f056c8e3000,0x7f056ca54000,0
shared-library,/usr/lib/libm-2.33.so,0x7f056caaf000,0x7f056cb58000,0
shared-library,/usr/lib/libpthread-2.33.so,0x7f056cbf3000,0x7f056cc09000,0
shared-library,/usr/lib/librt-2.33.so,0x7f056cc14000,0x7f056cc1b000,0
shared-library,/usr/lib/libgcc_s.so.1,0x7f056cc1f000,0x7f056cc34000,0
shared-library,/usr/lib/libdl-2.33.so,0x7f056cc3a000,0x7f056cc3e000,0
shared-library,/usr/lib/ld-2.33.so,0x7f056cc66000,0x7f056cc8b000,0
shared-library,[vdso],0x7fff397ee000,0x7fff397f0000,0
shared-library-end
profiler,begin,1000
tick,0x7f056c96c692,777,0,0x0,6
new,CodeRange,0xb7b00000000,0
tick,0x55636930fa90,1917,0,0x0,6
new,MemoryChunk,0xb7b08000000,262144
tick,0x556369003800,2799,0,0x0,6
tick,0x556368feefa0,3993,0,0x0,6
new,MemoryChunk,0xb7b08040000,262144
new,MemoryChunk,0xb7b08080000,262144
heap-capacity,507344
heap-available,1518652320
tick,0x7f056c9d289c,5142,0,0x0,6
new,MemoryChunk,0xb7b080c0000,262144
tick,0x556369190f3a,6099,0,0x0,6
tick,0x556368c753b6,7185,0,0x0,6
new,MemoryChunk,0xb7b08100000,262144
new,MemoryChunk,0xb7b08140000,262144
new,MemoryChunk,0xb7b08180000,180224
tick,0x556369191551,8278,0,0x0,6
new,MemoryChunk,0xb7b081c0000,262144
new,MemoryChunk,0xb7b08200000,262144
new,MemoryChunk,0xb7b08240000,159744
tick,0x7f056ca46576,9341,0,0x0,6
new,MemoryChunk,0xb7b08280000,262144
new,MemoryChunk,0xb7b00000000,262144
tick,0x556369190ebe,10371,0,0x0,6
code-creation,Builtin,2,14879,0x556369881640,360,DatePrototypeToPrimitive
code-creation,Builtin,2,14889,0x5563698817c0,12,DatePrototypeGetYear
code-creation,Builtin,2,14899,0x556369881800,12,DatePrototypeSetYear
code-creation,Builtin,2,14911,0x556369881840,12,DateNow
code-creation,Builtin,2,14921,0x556369881880,12,DateParse
code-creation,Builtin,2,14932,0x5563698818c0,12,DatePrototypeSetDate
code-creation,Builtin,2,14944,0x556369881900,12,DatePrototypeSetFullYear
code-creation,Builtin,2,14956,0x556369881940,12,DatePrototypeSetHours
code-creation,Builtin,2,14969,0x556369881980,12,DatePrototypeSetMilliseconds
code-creation,Builtin,2,14981,0x5563698819c0,12,DatePrototypeSetMinutes
code-creation,Builtin,2,14999,0x556369881a00,12,DatePrototypeSetMonth
code-creation,Builtin,2,15011,0x556369881a40,12,DatePrototypeSetSeconds
code-creation,Builtin,2,15024,0x556369881a80,12,DatePrototypeSetTime
code-creation,Builtin,2,15036,0x556369881ac0,12,DatePrototypeSetUTCDate
code-creation,Builtin,2,15048,0x556369881b00,12,DatePrototypeSetUTCFullYear
code-creation,Builtin,2,15060,0x556369881b40,12,DatePrototypeSetUTCHours
code-creation,Builtin,2,15074,0x556369881b80,12,DatePrototypeSetUTCMilliseconds
code-creation,Builtin,2,15087,0x556369881bc0,12,DatePrototypeSetUTCMinutes
code-creation,Builtin,2,15098,0x556369881c00,12,DatePrototypeSetUTCMonth
code-creation,Builtin,2,15111,0x556369881c40,12,DatePrototypeSetUTCSeconds
code-creation,Builtin,2,15124,0x556369881c80,12,DatePrototypeToDateString
code-creation,Builtin,2,15137,0x556369881cc0,12,DatePrototypeToISOString
code-creation,Builtin,2,15149,0x556369881d00,12,DatePrototypeToUTCString
code-creation,Builtin,2,15162,0x556369881d40,12,DatePrototypeToString
code-creation,Builtin,2,15174,0x556369881d80,12,DatePrototypeToTimeString
code-creation,Builtin,2,15187,0x556369881dc0,12,DatePrototypeToJson
code-creation,Builtin,2,15199,0x556369881e00,12,DateUTC
code-creation,Builtin,2,15210,0x556369881e40,12,ErrorConstructor
code-creation,Builtin,2,15222,0x556369881e80,12,ErrorCaptureStackTrace
code-creation,Builtin,2,15234,0x556369881ec0,12,ErrorPrototypeToString
code-creation,Builtin,2,15249,0x556369881f00,12,FunctionConstructor
code-creation,Builtin,2,15261,0x556369881f40,80,FunctionPrototypeApply
code-creation,Builtin,2,15272,0x556369881fc0,12,FunctionPrototypeBind
code-creation,Builtin,2,15285,0x556369882000,36,FunctionPrototypeCall
code-creation,Builtin,2,15297,0x556369882040,12,FunctionPrototypeToString
code-creation,Builtin,2,15310,0x556369882080,196,CreateIterResultObject
code-creation,Builtin,2,15322,0x556369882180,828,CreateGeneratorObject
code-creation,Builtin,2,15335,0x5563698824c0,12,GeneratorFunctionConstructor
code-creation,Builtin,2,15348,0x556369882500,392,GeneratorPrototypeNext
code-creation,Builtin,2,15361,0x5563698826c0,392,GeneratorPrototypeReturn
code-creation,Builtin,2,15373,0x556369882880,392,GeneratorPrototypeThrow
code-creation,Builtin,2,15386,0x556369882a40,12,AsyncFunctionConstructor
code-creation,Builtin,2,15398,0x556369882a80,400,SuspendGeneratorBaseline
code-creation,Builtin,2,15411,0x556369882c40,112,ResumeGeneratorBaseline
code-creation,Builtin,2,15423,0x556369882cc0,36,GetIteratorWithFeedbackLazyDeoptContinuation
code-creation,Builtin,2,15437,0x556369882d00,12,GlobalDecodeURI
code-creation,Builtin,2,15448,0x556369882d40,12,GlobalDecodeURIComponent
code-creation,Builtin,2,15462,0x556369882d80,12,GlobalEncodeURI
code-creation,Builtin,2,15473,0x556369882dc0,12,GlobalEncodeURIComponent
code-creation,Builtin,2,15486,0x556369882e00,12,GlobalEscape
code-creation,Builtin,2,15497,0x556369882e40,12,GlobalUnescape
code-creation,Builtin,2,15510,0x556369882e80,12,GlobalEval
code-creation,Builtin,2,15521,0x556369882ec0,136,GlobalIsFinite
code-creation,Builtin,2,15533,0x556369882f80,128,GlobalIsNaN
code-creation,Builtin,2,15544,0x556369883040,12,JsonParse
code-creation,Builtin,2,15556,0x556369883080,12,JsonStringify
code-creation,Builtin,2,15567,0x5563698830c0,5032,LoadIC
code-creation,Builtin,2,15577,0x556369884480,4680,LoadIC_Megamorphic
code-creation,Builtin,2,15589,0x556369885700,4912,LoadIC_Noninlined
code-creation,Builtin,2,15601,0x556369886a40,48,LoadICTrampoline
code-creation,Builtin,2,15613,0x556369886a80,24,LoadICBaseline
code-creation,Builtin,2,15624,0x556369886ac0,48,LoadICTrampoline_Megamorphic
code-creation,Builtin,2,15637,0x556369886b00,8140,LoadSuperIC
code-creation,Builtin,2,15652,0x556369888b00,24,LoadSuperICBaseline
code-creation,Builtin,2,15665,0x556369888b40,8784,KeyedLoadIC
code-creation,Builtin,2,15676,0x55636988adc0,14152,KeyedLoadIC_Megamorphic
code-creation,Builtin,2,15689,0x55636988e540,48,KeyedLoadICTrampoline
code-creation,Builtin,2,15701,0x55636988e580,24,KeyedLoadICBaseline
code-creation,Builtin,2,15713,0x55636988e5c0,48,KeyedLoadICTrampoline_Megamorphic
code-creation,Builtin,2,15731,0x55636988e600,5192,StoreGlobalIC
code-creation,Builtin,2,15743,0x55636988fa80,48,StoreGlobalICTrampoline
code-creation,Builtin,2,15757,0x55636988fac0,24,StoreGlobalICBaseline
code-creation,Builtin,2,15770,0x55636988fb00,5648,StoreIC
code-creation,Builtin,2,15781,0x556369891140,52,StoreICTrampoline
code-creation,Builtin,2,15793,0x556369891180,24,StoreICBaseline
code-creation,Builtin,2,15804,0x5563698911c0,5616,StoreOwnIC
code-creation,Builtin,2,15815,0x5563698927c0,52,StoreOwnICTrampoline
code-creation,Builtin,2,15827,0x556369892800,24,StoreOwnICBaseline
code-creation,Builtin,2,15838,0x556369892840,6108,KeyedStoreIC
code-creation,Builtin,2,15849,0x556369894040,52,KeyedStoreICTrampoline
code-creation,Builtin,2,15862,0x556369894080,24,KeyedStoreICBaseline
code-creation,Builtin,2,15873,0x5563698940c0,6080,KeyedDefineOwnIC
code-creation,Builtin,2,15886,0x5563698958c0,52,KeyedDefineOwnICTrampoline
code-creation,Builtin,2,15898,0x556369895900,24,KeyedDefineOwnICBaseline
code-creation,Builtin,2,15911,0x556369895940,416,StoreInArrayLiteralIC
code-creation,Builtin,2,15923,0x556369895b00,24,StoreInArrayLiteralICBaseline
code-creation,Builtin,2,15937,0x556369895b40,152,LookupContextBaseline
code-creation,Builtin,2,15948,0x556369895c00,152,LookupContextInsideTypeofBaseline
code-creation,Builtin,2,15962,0x556369895cc0,3584,LoadGlobalIC
code-creation,Builtin,2,15973,0x556369896b00,3564,LoadGlobalICInsideTypeof
code-creation,Builtin,2,15986,0x556369897900,48,LoadGlobalICTrampoline
code-creation,Builtin,2,15998,0x556369897940,24,LoadGlobalICBaseline
code-creation,Builtin,2,16011,0x556369897980,48,LoadGlobalICInsideTypeofTrampoline
code-creation,Builtin,2,16024,0x5563698979c0,24,LoadGlobalICInsideTypeofBaseline
code-creation,Builtin,2,16036,0x556369897a00,156,LookupGlobalICBaseline
code-creation,Builtin,2,16050,0x556369897ac0,156,LookupGlobalICInsideTypeofBaseline
code-creation,Builtin,2,16063,0x556369897b80,2092,CloneObjectIC
code-creation,Builtin,2,16074,0x5563698983c0,24,CloneObjectICBaseline
code-creation,Builtin,2,16086,0x556369898400,2192,CloneObjectIC_Slow
code-creation,Builtin,2,16098,0x556369898cc0,2936,KeyedHasIC
code-creation,Builtin,2,16110,0x556369899840,24,KeyedHasICBaseline
code-creation,Builtin,2,16122,0x556369899880,2832,KeyedHasIC_Megamorphic
code-creation,Builtin,2,16135,0x55636989a3c0,1476,IterableToList
code-creation,Builtin,2,16146,0x55636989a9c0,1284,IterableToFixedArray
code-creation,Builtin,2,16159,0x55636989af00,804,IterableToListWithSymbolLookup
code-creation,Builtin,2,16171,0x55636989b240,56,IterableToFixedArrayWithSymbolLookupSlow
code-creation,Builtin,2,16185,0x55636989b280,128,IterableToListMayPreserveHoles
code-creation,Builtin,2,16197,0x55636989b340,1012,IterableToFixedArrayForWasm
code-creation,Builtin,2,16211,0x55636989b740,1672,StringListFromIterable
code-creation,Builtin,2,16223,0x55636989be00,1264,FindOrderedHashMapEntry
code-creation,Builtin,2,16236,0x55636989c300,4348,MapConstructor
code-creation,Builtin,2,16247,0x55636989d400,2044,MapPrototypeSet
code-creation,Builtin,2,16261,0x55636989dc00,1596,MapPrototypeDelete
code-creation,Builtin,2,16273,0x55636989e240,220,MapPrototypeGet
code-creation,Builtin,2,16284,0x55636989e340,168,MapPrototypeHas
code-creation,Builtin,2,16297,0x55636989e400,12,MapPrototypeClear
code-creation,Builtin,2,16308,0x55636989e440,284,MapPrototypeEntries
code-creation,Builtin,2,16321,0x55636989e580,144,MapPrototypeGetSize
code-creation,Builtin,2,16333,0x55636989e640,520,MapPrototypeForEach
code-creation,Builtin,2,16346,0x55636989e880,284,MapPrototypeKeys
code-creation,Builtin,2,16357,0x55636989e9c0,284,MapPrototypeValues
code-creation,Builtin,2,16370,0x55636989eb00,1100,MapIteratorPrototypeNext
code-creation,Builtin,2,16382,0x55636989ef80,1228,MapIteratorToList
code-creation,Builtin,2,16394,0x55636989f480,12,NumberPrototypeToExponential
code-creation,Builtin,2,16406,0x55636989f4c0,12,NumberPrototypeToFixed
code-creation,Builtin,2,16418,0x55636989f500,12,NumberPrototypeToLocaleString
code-creation,Builtin,2,16430,0x55636989f540,12,NumberPrototypeToPrecision
code-creation,Builtin,2,16448,0x55636989f580,336,SameValue
code-creation,Builtin,2,16459,0x55636989f700,200,SameValueNumbersOnly
code-creation,Builtin,2,16472,0x55636989f800,772,Add_Baseline
code-creation,Builtin,2,16483,0x55636989fb40,812,Subtract_Baseline
code-creation,Builtin,2,16494,0x55636989fe80,912,Multiply_Baseline
code-creation,Builtin,2,16505,0x5563698a0240,792,Divide_Baseline
code-creation,Builtin,2,16517,0x5563698a0580,840,Modulus_Baseline
code-creation,Builtin,2,16530,0x5563698a0900,796,Exponentiate_Baseline
code-creation,Builtin,2,16542,0x5563698a0c40,816,BitwiseAnd_Baseline
code-creation,Builtin,2,16554,0x5563698a0f80,820,BitwiseOr_Baseline
code-creation,Builtin,2,16565,0x5563698a12c0,816,BitwiseXor_Baseline
code-creation,Builtin,2,16578,0x5563698a1600,836,ShiftLeft_Baseline
code-creation,Builtin,2,16589,0x5563698a1980,836,ShiftRight_Baseline
code-creation,Builtin,2,16602,0x5563698a1d00,840,ShiftRightLogical_Baseline
code-creation,Builtin,2,16614,0x5563698a2080,696,Add_WithFeedback
code-creation,Builtin,2,16626,0x5563698a2340,764,Subtract_WithFeedback
code-creation,Builtin,2,16638,0x5563698a2640,880,Multiply_WithFeedback
code-creation,Builtin,2,16651,0x5563698a29c0,784,Divide_WithFeedback
code-creation,Builtin,2,16663,0x5563698a2d00,824,Modulus_WithFeedback
code-creation,Builtin,2,16676,0x5563698a3040,752,Exponentiate_WithFeedback
code-creation,Builtin,2,16688,0x5563698a3340,788,BitwiseAnd_WithFeedback
tick,0x7f056c958a9f,16708,0,0x0,6
tick,0x5563691af401,16728,0,0x0,6
tick,0x7f056c9d293f,16739,0,0x0,6
tick,0x7f056c963f41,16749,0,0x0,6
tick,0x7f056c9d293f,16758,0,0x0,6
tick,0x7f056cbffce9,16768,0,0x0,6
code-creation,Builtin,2,16779,0x5563698a3680,780,BitwiseOr_WithFeedback
code-creation,Builtin,2,16796,0x5563698a39c0,788,BitwiseXor_WithFeedback
code-creation,Builtin,2,16807,0x5563698a3d00,800,ShiftLeft_WithFeedback
code-creation,Builtin,2,16817,0x5563698a4040,800,ShiftRight_WithFeedback
code-creation,Builtin,2,16828,0x5563698a4380,808,ShiftRightLogical_WithFeedback
code-creation,Builtin,2,16840,0x5563698a46c0,1588,Equal_Baseline
code-creation,Builtin,2,16851,0x5563698a4d00,848,StrictEqual_Baseline
code-creation,Builtin,2,16861,0x5563698a5080,1220,LessThan_Baseline
code-creation,Builtin,2,16871,0x5563698a5580,1220,GreaterThan_Baseline
code-creation,Builtin,2,16881,0x5563698a5a80,1220,LessThanOrEqual_Baseline
code-creation,Builtin,2,16892,0x5563698a5f80,1220,GreaterThanOrEqual_Baseline
code-creation,Builtin,2,16902,0x5563698a6480,1560,Equal_WithFeedback
code-creation,Builtin,2,16913,0x5563698a6ac0,884,StrictEqual_WithFeedback
code-creation,Builtin,2,16922,0x5563698a6e40,1204,LessThan_WithFeedback
code-creation,Builtin,2,16933,0x5563698a7300,1204,GreaterThan_WithFeedback
code-creation,Builtin,2,16943,0x5563698a77c0,1204,LessThanOrEqual_WithFeedback
code-creation,Builtin,2,16954,0x5563698a7c80,1204,GreaterThanOrEqual_WithFeedback
code-creation,Builtin,2,16966,0x5563698a8140,448,BitwiseNot_Baseline
code-creation,Builtin,2,16976,0x5563698a8340,444,Decrement_Baseline
code-creation,Builtin,2,16986,0x5563698a8500,444,Increment_Baseline
code-creation,Builtin,2,16996,0x5563698a86c0,464,Negate_Baseline
code-creation,Builtin,2,17005,0x5563698a88c0,424,BitwiseNot_WithFeedback
code-creation,Builtin,2,17016,0x5563698a8a80,420,Decrement_WithFeedback
code-creation,Builtin,2,17026,0x5563698a8c40,420,Increment_WithFeedback
code-creation,Builtin,2,17037,0x5563698a8e00,444,Negate_WithFeedback
code-creation,Builtin,2,17047,0x5563698a8fc0,268,ObjectAssign
code-creation,Builtin,2,17056,0x5563698a9100,920,ObjectCreate
code-creation,Builtin,2,17071,0x5563698a94c0,12,ObjectDefineGetter
code-creation,Builtin,2,17082,0x5563698a9500,12,ObjectDefineProperties
code-creation,Builtin,2,17093,0x5563698a9540,12,ObjectDefineProperty
code-creation,Builtin,2,17102,0x5563698a9580,12,ObjectDefineSetter
code-creation,Builtin,2,17113,0x5563698a95c0,1568,ObjectEntries
code-creation,Builtin,2,17122,0x5563698a9c00,12,ObjectFreeze
code-creation,Builtin,2,17132,0x5563698a9c40,6088,ObjectGetOwnPropertyDescriptor
code-creation,Builtin,2,17148,0x5563698ab440,12,ObjectGetOwnPropertyDescriptors
code-creation,Builtin,2,17160,0x5563698ab480,612,ObjectGetOwnPropertyNames
code-creation,Builtin,2,17169,0x5563698ab700,12,ObjectGetOwnPropertySymbols
code-creation,Builtin,2,17181,0x5563698ab740,164,ObjectHasOwn
code-creation,Builtin,2,17189,0x5563698ab800,396,ObjectIs
code-creation,Builtin,2,17199,0x5563698ab9c0,12,ObjectIsFrozen
code-creation,Builtin,2,17208,0x5563698aba00,12,ObjectIsSealed
code-creation,Builtin,2,17218,0x5563698aba40,552,ObjectKeys
code-creation,Builtin,2,17227,0x5563698abc80,12,ObjectLookupGetter
code-creation,Builtin,2,17238,0x5563698abcc0,12,ObjectLookupSetter
code-creation,Builtin,2,17247,0x5563698abd00,2396,ObjectPrototypeHasOwnProperty
code-creation,Builtin,2,17258,0x5563698ac680,244,ObjectPrototypeIsPrototypeOf
code-creation,Builtin,2,17271,0x5563698ac780,12,ObjectPrototypePropertyIsEnumerable
code-creation,Builtin,2,17283,0x5563698ac7c0,12,ObjectPrototypeGetProto
code-creation,Builtin,2,17294,0x5563698ac800,12,ObjectPrototypeSetProto
code-creation,Builtin,2,17303,0x5563698ac840,12,ObjectSeal
code-creation,Builtin,2,17312,0x5563698ac880,1188,ObjectToString
code-creation,Builtin,2,17321,0x5563698acd40,1308,ObjectValues
code-creation,Builtin,2,17332,0x5563698ad280,312,OrdinaryHasInstance
code-creation,Builtin,2,17341,0x5563698ad3c0,364,InstanceOf
code-creation,Builtin,2,17350,0x5563698ad540,672,InstanceOf_WithFeedback
code-creation,Builtin,2,17360,0x5563698ad800,688,InstanceOf_Baseline
code-creation,Builtin,2,17371,0x5563698adac0,288,ForInEnumerate
code-creation,Builtin,2,17380,0x5563698adc00,144,ForInPrepare
code-creation,Builtin,2,17390,0x5563698adcc0,2768,ForInFilter
code-creation,Builtin,2,17399,0x5563698ae7c0,56,ReflectApply
code-creation,Builtin,2,17408,0x5563698ae800,64,ReflectConstruct
code-creation,Builtin,2,17417,0x5563698ae880,12,ReflectDefineProperty
code-creation,Builtin,2,17428,0x5563698ae8c0,12,ReflectGetOwnPropertyDescriptor
code-creation,Builtin,2,17437,0x5563698ae900,12,ReflectOwnKeys
code-creation,Builtin,2,17447,0x5563698ae940,12,ReflectSet
code-creation,Builtin,2,17456,0x5563698ae980,12,RegExpCapture1Getter
code-creation,Builtin,2,17467,0x5563698ae9c0,12,RegExpCapture2Getter
code-creation,Builtin,2,17477,0x5563698aea00,12,RegExpCapture3Getter
code-creation,Builtin,2,17486,0x5563698aea40,12,RegExpCapture4Getter
code-creation,Builtin,2,17497,0x5563698aea80,12,RegExpCapture5Getter
code-creation,Builtin,2,17507,0x5563698aeac0,12,RegExpCapture6Getter
code-creation,Builtin,2,17517,0x5563698aeb00,12,RegExpCapture7Getter
code-creation,Builtin,2,17528,0x5563698aeb40,12,RegExpCapture8Getter
code-creation,Builtin,2,17538,0x5563698aeb80,12,RegExpCapture9Getter
code-creation,Builtin,2,17547,0x5563698aebc0,2292,RegExpConstructor
code-creation,Builtin,2,17558,0x5563698af4c0,12,RegExpInputGetter
code-creation,Builtin,2,17567,0x5563698af500,12,RegExpInputSetter
code-creation,Builtin,2,17578,0x5563698af540,12,RegExpLastMatchGetter
code-creation,Builtin,2,17588,0x5563698af580,12,RegExpLastParenGetter
code-creation,Builtin,2,17598,0x5563698af5c0,12,RegExpLeftContextGetter
code-creation,Builtin,2,17609,0x5563698af600,924,RegExpPrototypeCompile
code-creation,Builtin,2,17619,0x5563698af9c0,12,RegExpPrototypeToString
code-creation,Builtin,2,17629,0x5563698afa00,12,RegExpRightContextGetter
code-creation,Builtin,2,17640,0x5563698afa40,252,RegExpExecAtom
code-creation,Builtin,2,17649,0x5563698afb40,996,RegExpExecInternal
code-creation,Builtin,2,17660,0x5563698aff40,8,RegExpInterpreterTrampoline
code-creation,Builtin,2,17672,0x5563698aff80,8,RegExpExperimentalTrampoline
code-creation,Builtin,2,17685,0x5563698affc0,2776,SetConstructor
code-creation,Builtin,2,17696,0x5563698b0ac0,1376,SetPrototypeHas
code-creation,Builtin,2,17705,0x5563698b1040,1804,SetPrototypeAdd
code-creation,Builtin,2,17714,0x5563698b1780,1552,SetPrototypeDelete
code-creation,Builtin,2,17726,0x5563698b1dc0,12,SetPrototypeClear
code-creation,Builtin,2,17735,0x5563698b1e00,284,SetPrototypeEntries
code-creation,Builtin,2,17745,0x5563698b1f40,144,SetPrototypeGetSize
code-creation,Builtin,2,17766,0x5563698b2000,484,SetPrototypeForEach
code-creation,Builtin,2,17780,0x5563698b2200,284,SetPrototypeValues
code-creation,Builtin,2,17791,0x5563698b2340,1048,SetIteratorPrototypeNext
code-creation,Builtin,2,17804,0x5563698b2780,1180,SetOrSetIteratorToList
code-creation,Builtin,2,17816,0x5563698b2c40,12,SharedArrayBufferPrototypeGetByteLength
code-creation,Builtin,2,17830,0x5563698b2c80,12,SharedArrayBufferPrototypeSlice
code-creation,Builtin,2,17842,0x5563698b2cc0,12,SharedArrayBufferPrototypeGrow
code-creation,Builtin,2,17856,0x5563698b2d00,1316,AtomicsLoad
code-creation,Builtin,2,17867,0x5563698b3240,1008,AtomicsStore
code-creation,Builtin,2,17879,0x5563698b3640,1728,AtomicsExchange
code-creation,Builtin,2,17890,0x5563698b3d40,2140,AtomicsCompareExchange
code-creation,Builtin,2,17903,0x5563698b45c0,1852,AtomicsAdd
code-creation,Builtin,2,17914,0x5563698b4d00,1852,AtomicsSub
code-creation,Builtin,2,17926,0x5563698b5440,1852,AtomicsAnd
code-creation,Builtin,2,17937,0x5563698b5b80,1852,AtomicsOr
code-creation,Builtin,2,17947,0x5563698b62c0,1852,AtomicsXor
code-creation,Builtin,2,17958,0x5563698b6a00,12,AtomicsNotify
code-creation,Builtin,2,17969,0x5563698b6a40,12,AtomicsIsLockFree
code-creation,Builtin,2,17980,0x5563698b6a80,12,AtomicsWait
code-creation,Builtin,2,18000,0x5563698b6ac0,12,AtomicsWaitAsync
code-creation,Builtin,2,18012,0x5563698b6b00,12,StringFromCodePoint
code-creation,Builtin,2,18024,0x5563698b6b40,1472,StringFromCharCode
code-creation,Builtin,2,18036,0x5563698b7140,12,StringPrototypeLastIndexOf
code-creation,Builtin,2,18049,0x5563698b7180,4560,StringPrototypeMatchAll
code-creation,Builtin,2,18060,0x5563698b8380,12,StringPrototypeLocaleCompare
code-creation,Builtin,2,18074,0x5563698b83c0,1300,StringPrototypeReplace
code-creation,Builtin,2,18086,0x5563698b8900,3012,StringPrototypeSplit
code-creation,Builtin,2,18099,0x5563698b9500,12,StringRaw
code-creation,Builtin,2,18109,0x5563698b9540,12,SymbolConstructor
code-creation,Builtin,2,18121,0x5563698b9580,12,SymbolFor
code-creation,Builtin,2,18132,0x5563698b95c0,12,SymbolKeyFor
code-creation,Builtin,2,18143,0x5563698b9600,84,TypedArrayBaseConstructor
code-creation,Builtin,2,18155,0x5563698b9680,260,TypedArrayConstructor
code-creation,Builtin,2,18168,0x5563698b97c0,12,TypedArrayPrototypeBuffer
code-creation,Builtin,2,18182,0x5563698b9800,888,TypedArrayPrototypeByteLength
code-creation,Builtin,2,18195,0x5563698b9b80,364,TypedArrayPrototypeByteOffset
code-creation,Builtin,2,18207,0x5563698b9d00,600,TypedArrayPrototypeLength
code-creation,Builtin,2,18220,0x5563698b9f80,12,TypedArrayPrototypeCopyWithin
code-creation,Builtin,2,18232,0x5563698b9fc0,12,TypedArrayPrototypeFill
code-creation,Builtin,2,18245,0x5563698ba000,12,TypedArrayPrototypeIncludes
code-creation,Builtin,2,18258,0x5563698ba040,12,TypedArrayPrototypeIndexOf
code-creation,Builtin,2,18271,0x5563698ba080,12,TypedArrayPrototypeLastIndexOf
code-creation,Builtin,2,18284,0x5563698ba0c0,12,TypedArrayPrototypeReverse
code-creation,Builtin,2,18297,0x5563698ba100,320,TypedArrayPrototypeToStringTag
code-creation,Builtin,2,18310,0x5563698ba280,10772,TypedArrayPrototypeMap
code-creation,Builtin,2,18323,0x5563698bccc0,820,GenericJSToWasmWrapper
code-creation,Builtin,2,18334,0x5563698bd000,284,WasmReturnPromiseOnSuspend
code-creation,Builtin,2,18348,0x5563698bd140,148,WasmCompileLazy
code-creation,Builtin,2,18359,0x5563698bd200,168,WasmDebugBreak
code-creation,Builtin,2,18371,0x5563698bd2c0,16,WasmOnStackReplace
code-creation,Builtin,2,18383,0x5563698bd300,140,WasmFloat32ToNumber
code-creation,Builtin,2,18395,0x5563698bd3c0,164,WasmFloat64ToNumber
code-creation,Builtin,2,18407,0x5563698bd480,4,WasmI32AtomicWait32
code-creation,Builtin,2,18419,0x5563698bd4c0,4,WasmI64AtomicWait32
code-creation,Builtin,2,18431,0x5563698bd500,24,JSToWasmLazyDeoptContinuation
code-creation,Builtin,2,18444,0x5563698bd540,4584,WeakMapConstructor
code-creation,Builtin,2,18456,0x5563698be740,212,WeakMapLookupHashIndex
code-creation,Builtin,2,18469,0x5563698be840,204,WeakMapGet
code-creation,Builtin,2,18480,0x5563698be940,176,WeakMapPrototypeHas
code-creation,Builtin,2,18503,0x5563698bea00,196,WeakMapPrototypeSet
code-creation,Builtin,2,18515,0x5563698beb00,144,WeakMapPrototypeDelete
code-creation,Builtin,2,18530,0x5563698bebc0,3024,WeakSetConstructor
code-creation,Builtin,2,18542,0x5563698bf7c0,176,WeakSetPrototypeHas
code-creation,Builtin,2,18554,0x5563698bf880,200,WeakSetPrototypeAdd
code-creation,Builtin,2,18567,0x5563698bf980,144,WeakSetPrototypeDelete
code-creation,Builtin,2,18578,0x5563698bfa40,424,WeakCollectionDelete
code-creation,Builtin,2,18591,0x5563698bfc00,832,WeakCollectionSet
code-creation,Builtin,2,18603,0x5563698bff80,312,AsyncGeneratorResolve
code-creation,Builtin,2,18615,0x5563698c00c0,108,AsyncGeneratorReject
code-creation,Builtin,2,18627,0x5563698c0140,2888,AsyncGeneratorYield
code-creation,Builtin,2,18640,0x5563698c0cc0,2960,AsyncGeneratorReturn
code-creation,Builtin,2,18651,0x5563698c1880,308,AsyncGeneratorResumeNext
code-creation,Builtin,2,18664,0x5563698c19c0,12,AsyncGeneratorFunctionConstructor
code-creation,Builtin,2,18677,0x5563698c1a00,1052,AsyncGeneratorPrototypeNext
code-creation,Builtin,2,18690,0x5563698c1e40,1060,AsyncGeneratorPrototypeReturn
code-creation,Builtin,2,18704,0x5563698c2280,1060,AsyncGeneratorPrototypeThrow
code-creation,Builtin,2,18717,0x5563698c26c0,2876,AsyncGeneratorAwaitCaught
code-creation,Builtin,2,18729,0x5563698c3200,2876,AsyncGeneratorAwaitUncaught
code-creation,Builtin,2,18742,0x5563698c3d40,120,AsyncGeneratorAwaitResolveClosure
